GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0010818	T cell chemotaxis	21	16	10.23	0.00976
GO:0032693	negative regulation of interleukin-10 pr...	21	16	10.23	0.00976
GO:0035641	locomotory exploration behavior	21	16	10.23	0.00976
GO:0042270	protection from natural killer cell medi...	21	16	10.23	0.00976
GO:0045836	positive regulation of meiotic nuclear d...	21	16	10.23	0.00976
GO:0048015	phosphatidylinositol-mediated signaling	21	16	10.23	0.00976
GO:0048245	eosinophil chemotaxis	21	16	10.23	0.00976
GO:0070230	positive regulation of lymphocyte apopto...	21	16	10.23	0.00976
GO:1901623	regulation of lymphocyte chemotaxis	21	16	10.23	0.00976
GO:2000042	negative regulation of double-strand bre...	21	16	10.23	0.00976
GO:0007041	lysosomal transport	128	76	62.35	0.00976
GO:0048754	branching morphogenesis of an epithelial...	188	108	91.58	0.00977
GO:0006576	biogenic amine metabolic process	104	63	50.66	0.00983
GO:0098739	import across plasma membrane	207	118	100.84	0.00990
GO:0050768	negative regulation of neurogenesis	173	100	84.28	0.00996
GO:0006164	purine nucleotide biosynthetic process	228	129	111.07	0.01007
GO:1905477	positive regulation of protein localizat...	117	70	57	0.01008
GO:0120039	plasma membrane bounded cell projection ...	742	393	361.46	0.01011
GO:1901890	positive regulation of cell junction ass...	130	77	63.33	0.01012
GO:0016242	negative regulation of macroautophagy	31	22	15.1	0.01012
GO:0033198	response to ATP	31	22	15.1	0.01012
GO:0035767	endothelial cell chemotaxis	31	22	15.1	0.01012
GO:0048535	lymph node development	31	22	15.1	0.01012
GO:0090025	regulation of monocyte chemotaxis	31	22	15.1	0.01012
GO:0150077	regulation of neuroinflammatory response	31	22	15.1	0.01012
GO:2000316	regulation of T-helper 17 type immune re...	31	22	15.1	0.01012
GO:0009100	glycoprotein metabolic process	349	192	170.01	0.01013
GO:0002052	positive regulation of neuroblast prolif...	43	29	20.95	0.01015
GO:0032816	positive regulation of natural killer ce...	43	29	20.95	0.01015
GO:0035307	positive regulation of protein dephospho...	43	29	20.95	0.01015
GO:1902742	apoptotic process involved in developmen...	43	29	20.95	0.01015
GO:0051781	positive regulation of cell division	84	52	40.92	0.01016
GO:0002837	regulation of immune response to tumor c...	26	19	12.67	0.01028
GO:0002866	positive regulation of acute inflammator...	26	19	12.67	0.01028
GO:0030859	polarized epithelial cell differentiatio...	26	19	12.67	0.01028
GO:0039529	RIG-I signaling pathway	26	19	12.67	0.01028
GO:0043369	CD4-positive or CD8-positive, alpha-beta...	26	19	12.67	0.01028
GO:0061339	establishment or maintenance of monopola...	26	19	12.67	0.01028
GO:1901857	positive regulation of cellular respirat...	26	19	12.67	0.01028
GO:1903053	regulation of extracellular matrix organ...	66	42	32.15	0.01033
GO:0035773	insulin secretion involved in cellular r...	95	58	46.28	0.01034
GO:0050848	regulation of calcium-mediated signaling	95	58	46.28	0.01034
GO:1903509	liposaccharide metabolic process	95	58	46.28	0.01034
GO:0015800	acidic amino acid transport	75	47	36.54	0.01036
GO:0050432	catecholamine secretion	75	47	36.54	0.01036
GO:0080164	regulation of nitric oxide metabolic pro...	75	47	36.54	0.01036
GO:1903076	regulation of protein localization to pl...	119	71	57.97	0.01049
GO:0048193	Golgi vesicle transport	278	155	135.43	0.01057
GO:0008154	actin polymerization or depolymerization	196	112	95.48	0.01067
GO:0072521	purine-containing compound metabolic pro...	546	293	265.98	0.01068
GO:0030324	lung development	236	133	114.97	0.01078
GO:0046683	response to organophosphorus	97	59	47.25	0.01087
GO:1901992	positive regulation of mitotic cell cycl...	97	59	47.25	0.01087
GO:0048659	smooth muscle cell proliferation	198	113	96.45	0.01089
GO:0040020	regulation of meiotic nuclear division	38	26	18.51	0.01114
GO:0033674	positive regulation of kinase activity	340	187	165.63	0.01118
GO:0072089	stem cell proliferation	136	80	66.25	0.01121
GO:0051170	import into nucleus	183	105	89.15	0.01123
GO:0051897	positive regulation of phosphatidylinosi...	183	105	89.15	0.01123
GO:0048858	cell projection morphogenesis	749	396	364.87	0.01127
GO:0002861	regulation of inflammatory response to a...	52	34	25.33	0.01132
GO:0006753	nucleoside phosphate metabolic process	572	306	278.65	0.01135
GO:0006672	ceramide metabolic process	99	60	48.23	0.01141
GO:0042554	superoxide anion generation	45	30	21.92	0.01145
GO:0042771	intrinsic apoptotic signaling pathway in...	45	30	21.92	0.01145
GO:0003012	muscle system process	445	241	216.78	0.01146
GO:0044843	cell cycle G1/S phase transition	244	137	118.86	0.01150
GO:0034614	cellular response to reactive oxygen spe...	138	81	67.23	0.01157
GO:0001771	immunological synapse formation	18	14	8.77	0.01167
GO:0002371	dendritic cell cytokine production	18	14	8.77	0.01167
GO:0002903	negative regulation of B cell apoptotic ...	18	14	8.77	0.01167
GO:0033623	regulation of integrin activation	18	14	8.77	0.01167
GO:0048715	negative regulation of oligodendrocyte d...	18	14	8.77	0.01167
GO:0051152	positive regulation of smooth muscle cel...	18	14	8.77	0.01167
GO:0051788	response to misfolded protein	18	14	8.77	0.01167
GO:0060134	prepulse inhibition	18	14	8.77	0.01167
GO:0062099	negative regulation of programmed necrot...	18	14	8.77	0.01167
GO:0140131	positive regulation of lymphocyte chemot...	18	14	8.77	0.01167
GO:1900038	negative regulation of cellular response...	18	14	8.77	0.01167
GO:1900221	regulation of amyloid-beta clearance	18	14	8.77	0.01167
GO:0014009	glial cell proliferation	79	49	38.48	0.01177
GO:0035304	regulation of protein dephosphorylation	79	49	38.48	0.01177
GO:1900015	regulation of cytokine production involv...	61	39	29.72	0.01186
GO:1904375	regulation of protein localization to ce...	155	90	75.51	0.01193
GO:0090398	cellular senescence	90	55	43.84	0.01199
GO:0002360	T cell lineage commitment	33	23	16.08	0.01202
GO:0022011	myelination in peripheral nervous system	33	23	16.08	0.01202
GO:0032292	peripheral nervous system axon ensheathm...	33	23	16.08	0.01202
GO:0032682	negative regulation of chemokine product...	33	23	16.08	0.01202
GO:0043302	positive regulation of leukocyte degranu...	33	23	16.08	0.01202
GO:0045738	negative regulation of DNA repair	33	23	16.08	0.01202
GO:0060669	embryonic placenta morphogenesis	33	23	16.08	0.01202
GO:0071404	cellular response to low-density lipopro...	33	23	16.08	0.01202
GO:0006643	membrane lipid metabolic process	191	109	93.04	0.01224
GO:0046887	positive regulation of hormone secretion	191	109	93.04	0.01224
GO:0031669	cellular response to nutrient levels	231	130	112.53	0.01230
GO:0019216	regulation of lipid metabolic process	362	198	176.35	0.01239
GO:0021795	cerebral cortex cell migration	54	35	26.31	0.01244
GO:0042149	cellular response to glucose starvation	54	35	26.31	0.01244
GO:0009117	nucleotide metabolic process	565	302	275.24	0.01249
GO:0060322	head development	756	399	368.28	0.01252
GO:0051321	meiotic cell cycle	306	169	149.07	0.01254
GO:0072006	nephron development	159	92	77.46	0.01258
GO:0051258	protein polymerization	281	156	136.89	0.01263
GO:0002093	auditory receptor cell morphogenesis	28	20	13.64	0.01263
GO:0072012	glomerulus vasculature development	28	20	13.64	0.01263
GO:0044827	modulation by host of viral genome repli...	23	17	11.2	0.01268
GO:0070861	regulation of protein exit from endoplas...	23	17	11.2	0.01268
GO:0090231	regulation of spindle checkpoint	23	17	11.2	0.01268
GO:0097154	GABAergic neuron differentiation	23	17	11.2	0.01268
GO:2000564	regulation of CD8-positive, alpha-beta T...	23	17	11.2	0.01268
GO:0021799	cerebral cortex radially oriented cell m...	40	27	19.49	0.01273
GO:0048013	ephrin receptor signaling pathway	40	27	19.49	0.01273
GO:0090049	regulation of cell migration involved in...	40	27	19.49	0.01273
GO:0090162	establishment of epithelial cell polarit...	40	27	19.49	0.01273
GO:1901136	carbohydrate derivative catabolic proces...	258	144	125.68	0.01274
GO:0050885	neuromuscular process controlling balanc...	72	45	35.07	0.01279
GO:0010921	regulation of phosphatase activity	63	40	30.69	0.01282
GO:0048260	positive regulation of receptor-mediated...	63	40	30.69	0.01282
GO:0006402	mRNA catabolic process	237	133	115.45	0.01290
GO:0045017	glycerolipid biosynthetic process	216	122	105.22	0.01292
GO:0045861	negative regulation of proteolysis	312	172	151.99	0.01296
GO:0071496	cellular response to external stimulus	312	172	151.99	0.01296
GO:0030323	respiratory tube development	239	134	116.43	0.01310
GO:0030301	cholesterol transport	118	70	57.48	0.01312
GO:0070936	protein K48-linked ubiquitination	83	51	40.43	0.01320
GO:0006664	glycolipid metabolic process	94	57	45.79	0.01324
GO:1901293	nucleoside phosphate biosynthetic proces...	264	147	128.61	0.01326
GO:0071375	cellular response to peptide hormone sti...	293	162	142.73	0.01355
GO:0006936	muscle contraction	322	177	156.86	0.01364
GO:0060562	epithelial tube morphogenesis	386	210	188.04	0.01367
GO:0010819	regulation of T cell chemotaxis	15	12	7.31	0.01368
GO:0031000	response to caffeine	15	12	7.31	0.01368
GO:0045651	positive regulation of macrophage differ...	15	12	7.31	0.01368
GO:0071501	cellular response to sterol depletion	15	12	7.31	0.01368
GO:1902337	regulation of apoptotic process involved...	15	12	7.31	0.01368
GO:1903238	positive regulation of leukocyte tetheri...	15	12	7.31	0.01368
GO:2000318	positive regulation of T-helper 17 type ...	15	12	7.31	0.01368
GO:0050905	neuromuscular process	203	115	98.89	0.01376
GO:0050433	regulation of catecholamine secretion	65	41	31.66	0.01380
GO:0070059	intrinsic apoptotic signaling pathway in...	65	41	31.66	0.01380
GO:0002009	morphogenesis of an epithelium	562	300	273.77	0.01385
GO:0006809	nitric oxide biosynthetic process	85	52	41.41	0.01392
GO:0032091	negative regulation of protein binding	85	52	41.41	0.01392
GO:0061178	regulation of insulin secretion involved...	85	52	41.41	0.01392
GO:1902253	regulation of intrinsic apoptotic signal...	35	24	17.05	0.01399
GO:0007420	brain development	694	367	338.08	0.01404
GO:0009141	nucleoside triphosphate metabolic proces...	274	152	133.48	0.01413
GO:0006644	phospholipid metabolic process	361	197	175.86	0.01414
GO:0014003	oligodendrocyte development	49	32	23.87	0.01416
GO:0071559	response to transforming growth factor b...	251	140	122.27	0.01427
GO:1990778	protein localization to cell periphery	398	216	193.88	0.01428
GO:0014059	regulation of dopamine secretion	42	28	20.46	0.01437
GO:0044786	cell cycle DNA replication	42	28	20.46	0.01437
GO:2000677	regulation of transcription regulatory r...	42	28	20.46	0.01437
GO:0099173	postsynapse organization	253	141	123.25	0.01447
GO:1902115	regulation of organelle assembly	230	129	112.04	0.01447
GO:0045685	regulation of glial cell differentiation	98	59	47.74	0.01450
GO:0030500	regulation of bone mineralization	87	53	42.38	0.01465
GO:0097035	regulation of membrane lipid distributio...	58	37	28.25	0.01475
GO:0002534	cytokine production involved in inflamma...	67	42	32.64	0.01479
GO:1901224	positive regulation of non-canonical NF-...	67	42	32.64	0.01479
GO:0043467	regulation of generation of precursor me...	156	90	75.99	0.01487
GO:0051347	positive regulation of transferase activ...	412	223	200.7	0.01498
GO:0009144	purine nucleoside triphosphate metabolic...	259	144	126.17	0.01505
GO:0008360	regulation of cell shape	141	82	68.69	0.01507
GO:0010518	positive regulation of phospholipase act...	30	21	14.61	0.01508
GO:0048261	negative regulation of receptor-mediated...	30	21	14.61	0.01508
GO:0071354	cellular response to interleukin-6	30	21	14.61	0.01508
GO:0090314	positive regulation of protein targeting...	30	21	14.61	0.01508
GO:0101023	vascular endothelial cell proliferation	30	21	14.61	0.01508
GO:0007409	axonogenesis	500	268	243.57	0.01509
GO:0051494	negative regulation of cytoskeleton orga...	175	100	85.25	0.01516
GO:0050886	endocrine process	113	67	55.05	0.01522
GO:0006970	response to osmotic stress	89	54	43.36	0.01538
GO:0015807	L-amino acid transport	89	54	43.36	0.01538
GO:0032456	endocytic recycling	89	54	43.36	0.01538
GO:0045444	fat cell differentiation	263	146	128.12	0.01543
GO:0001781	neutrophil apoptotic process	12	10	5.85	0.01548
GO:0002420	natural killer cell mediated cytotoxicit...	12	10	5.85	0.01548
GO:0002855	regulation of natural killer cell mediat...	12	10	5.85	0.01548
GO:0009200	deoxyribonucleoside triphosphate metabol...	12	10	5.85	0.01548
GO:0010992	ubiquitin recycling	12	10	5.85	0.01548
GO:0030202	heparin metabolic process	12	10	5.85	0.01548
GO:0032224	positive regulation of synaptic transmis...	12	10	5.85	0.01548
GO:0033625	positive regulation of integrin activati...	12	10	5.85	0.01548
GO:0036092	phosphatidylinositol-3-phosphate biosynt...	12	10	5.85	0.01548
GO:0038094	Fc-gamma receptor signaling pathway	12	10	5.85	0.01548
GO:0042532	negative regulation of tyrosine phosphor...	12	10	5.85	0.01548
GO:0048484	enteric nervous system development	12	10	5.85	0.01548
GO:0051987	positive regulation of attachment of spi...	12	10	5.85	0.01548
GO:0060215	primitive hemopoiesis	12	10	5.85	0.01548
GO:0060502	epithelial cell proliferation involved i...	12	10	5.85	0.01548
GO:0070669	response to interleukin-2	12	10	5.85	0.01548
GO:0072124	regulation of glomerular mesangial cell ...	12	10	5.85	0.01548
GO:1904152	regulation of retrograde protein transpo...	12	10	5.85	0.01548
GO:1904415	regulation of xenophagy	12	10	5.85	0.01548
GO:1904417	positive regulation of xenophagy	12	10	5.85	0.01548
GO:2000009	negative regulation of protein localizat...	12	10	5.85	0.01548
GO:0030833	regulation of actin filament polymerizat...	143	83	69.66	0.01548
GO:0030111	regulation of Wnt signaling pathway	319	175	155.4	0.01551
GO:0045332	phospholipid translocation	51	33	24.84	0.01555
GO:0002283	neutrophil activation involved in immune...	20	15	9.74	0.01557
GO:0002923	regulation of humoral immune response me...	20	15	9.74	0.01557
GO:0006590	thyroid hormone generation	20	15	9.74	0.01557
GO:0010863	positive regulation of phospholipase C a...	20	15	9.74	0.01557
GO:0035022	positive regulation of Rac protein signa...	20	15	9.74	0.01557
GO:0045947	negative regulation of translational ini...	20	15	9.74	0.01557
GO:0051988	regulation of attachment of spindle micr...	20	15	9.74	0.01557
GO:0060081	membrane hyperpolarization	20	15	9.74	0.01557
GO:0072189	ureter development	20	15	9.74	0.01557
GO:0090266	regulation of mitotic cell cycle spindle...	20	15	9.74	0.01557
GO:1903504	regulation of mitotic spindle checkpoint	20	15	9.74	0.01557
GO:1904505	regulation of telomere maintenance in re...	20	15	9.74	0.01557
GO:0071902	positive regulation of protein serine/th...	160	92	77.94	0.01561
GO:0015812	gamma-aminobutyric acid transport	25	18	12.18	0.01576
GO:0032815	negative regulation of natural killer ce...	25	18	12.18	0.01576
GO:0051457	maintenance of protein location in nucle...	25	18	12.18	0.01576
GO:0060088	auditory receptor cell stereocilium orga...	25	18	12.18	0.01576
GO:0070168	negative regulation of biomineral tissue...	25	18	12.18	0.01576
GO:1901343	negative regulation of vasculature devel...	115	68	56.02	0.01577
GO:0002381	immunoglobulin production involved in im...	69	43	33.61	0.01579
GO:0006949	syncytium formation	69	43	33.61	0.01579
GO:0042509	regulation of tyrosine phosphorylation o...	69	43	33.61	0.01579
GO:0051592	response to calcium ion	145	84	70.64	0.01590
GO:0051445	regulation of meiotic cell cycle	60	38	29.23	0.01593
GO:1903307	positive regulation of regulated secreto...	60	38	29.23	0.01593
GO:0001837	epithelial to mesenchymal transition	162	93	78.92	0.01597
GO:0045739	positive regulation of DNA repair	130	76	63.33	0.01598
GO:0033260	nuclear DNA replication	37	25	18.02	0.01601
GO:0044342	type B pancreatic cell proliferation	37	25	18.02	0.01601
GO:0045191	regulation of isotype switching	37	25	18.02	0.01601
GO:0045761	regulation of adenylate cyclase activity	37	25	18.02	0.01601
GO:0050918	positive chemotaxis	44	29	21.43	0.01604
GO:0097484	dendrite extension	44	29	21.43	0.01604
GO:1903670	regulation of sprouting angiogenesis	44	29	21.43	0.01604
GO:0048812	neuron projection morphogenesis	727	383	354.15	0.01611
GO:0071560	cellular response to transforming growth...	246	137	119.84	0.01622
GO:0090277	positive regulation of peptide hormone s...	147	85	71.61	0.01632
GO:0018107	peptidyl-threonine phosphorylation	104	62	50.66	0.01640
GO:0090100	positive regulation of transmembrane rec...	104	62	50.66	0.01640
